ticker,Date,TVol,TXN,TV,OP,HP,LP,CP,Dir,CHG,LBBP,LBBV,LBSP,LBSV,PER
03060X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,77.40
03061F,20210129,11000.0,4.0,"29,220",2.84,2.84,2.43,2.43,-,0.4,2.42,998.0,2.43,996.0,0.00
03062P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,100.0,0.14,10.0,0.00
03063P,20210129,2138000.0,47.0,"195,880",0.09,0.11,0.08,0.1, ,0.0,0.1,10.0,0.11,2242.0,0.00
03064X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,26.6,100.0,27.6,10.0,31.20
03072P,20210129,60000.0,1.0,600,0.01,0.01,0.01,0.01, ,0.0,--,0.0,0.01,8.0,0.00
03073P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.99,499.0,2.07,30.0,0.00
03074P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.67,499.0,1.73,30.0,0.00
03074X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.95,100.0,--,0.0,12.50
03075P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.39,499.0,1.42,30.0,0.00
03075X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.75,100.0,5.8,10.0,8.05
03076P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.03,48.0,0.00
03093P,20210129,25000.0,2.0,"1,600",0.06,0.08,0.06,0.08,+,0.02,0.06,120.0,0.08,55.0,0.00
03093X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.95,100.0,10.1,10.0,10.95
03095P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03096P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.1,10.0,0.00
03099P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.0,100.0,1.02,100.0,0.00
03100P,20210129,10000.0,1.0,"18,600",1.86,1.86,1.86,1.86,X,0.0,1.79,100.0,1.89,10.0,0.00
03102P,20210129,251000.0,8.0,"6,580",0.02,0.04,0.02,0.03,-,0.01,0.02,258.0,0.03,270.0,0.00
03104P,20210129,2000.0,2.0,"3,860",1.91,1.95,1.91,1.95,+,0.11,1.95,24.0,1.98,25.0,0.00
03105P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.43,25.0,2.46,25.0,0.00
03114P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03120P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.13,100.0,2.22,10.0,0.00
03128P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.02,499.0,2.07,30.0,0.00
03130P,20210129,31000.0,2.0,"7,440",0.24,0.24,0.24,0.24,-,0.01,0.24,25.0,0.25,25.0,0.00
03131P,20210129,115000.0,3.0,"22,550",0.2,0.2,0.19,0.2,-,0.04,0.21,25.0,0.22,25.0,0.00
03134P,20210129,56000.0,5.0,"10,020",0.17,0.18,0.17,0.18,-,0.01,0.18,101.0,0.19,30.0,0.00
03137P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03138P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,100.0,0.09,30.0,0.00
03143P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03145P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.06,37.0,0.00
03146P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03147P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03148P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,111.0,0.00
03150P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03153P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03166P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03167P,20210129,220000.0,6.0,"23,200",0.1,0.11,0.1,0.11,-,0.01,0.1,25.0,0.11,25.0,0.00
03169P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,499.0,0.08,10.0,0.00
03171P,20210129,14000.0,5.0,420,0.03,0.03,0.03,0.03,X,0.0,0.03,100.0,0.04,10.0,0.00
03173P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,524.0,0.1,10.0,0.00
03175P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,--,0.0,0.00
03176P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,29.0,0.00
03189P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.45,100.0,1.55,16.0,0.00
03191P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.04,40.0,0.00
03192P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03193P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,68.0,0.00
03194P,20210129,10000.0,1.0,"5,500",0.55,0.55,0.55,0.55,-,0.03,0.58,50.0,0.59,60.0,0.00
03195P,20210129,43000.0,2.0,"16,310",0.37,0.38,0.37,0.38,+,0.01,0.39,50.0,0.4,50.0,0.00
03196P,20210129,47000.0,6.0,"7,130",0.14,0.16,0.14,0.16,-,0.01,0.17,50.0,0.18,50.0,0.00
03200P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03201P,20210129,238000.0,5.0,"37,580",0.11,0.16,0.11,0.16, ,0.0,0.16,100.0,0.19,30.0,0.00
03207P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,5.0,0.07,10.0,0.00
03210P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,35.0,0.00
03211P,20210129,156000.0,3.0,"51,570",0.33,0.35,0.32,0.35,+,0.03,0.33,25.0,0.35,10.0,0.00
03212P,20210129,200000.0,2.0,"67,000",0.33,0.34,0.33,0.34,+,0.04,0.33,25.0,0.34,10.0,0.00
03215P,20210129,1000.0,1.0,20,0.02,0.02,0.02,0.02,X,0.0,--,0.0,0.02,374.0,0.00
03220P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.09,100.0,0.11,10.0,0.00
03223P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.44,100.0,0.45,10.0,0.00
03224P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03226P,20210129,2000.0,1.0,180,0.09,0.09,0.09,0.09,X,0.0,0.12,100.0,0.21,100.0,0.00
03244P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.08,2.0,0.00
03247P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.04,10.0,0.00
03248P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.04,10.0,0.00
03249P,20210129,46000.0,3.0,"36,860",0.77,0.83,0.77,0.83,+,0.03,0.83,25.0,0.84,25.0,0.00
03250P,20210129,11000.0,2.0,"3,830",0.34,0.35,0.34,0.35,-,0.01,0.38,25.0,0.39,25.0,0.00
03251P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.15,100.0,0.00
03253P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.04,10.0,571.86
03254P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.11,10.0,0.00
03255P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,265.0,0.04,80.0,0.00
03256P,20210129,10000.0,1.0,100,0.01,0.01,0.01,0.01,-,0.01,0.02,10.0,0.04,10.0,0.00
03258P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,10.0,0.00
03259P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.11,10.0,0.00
03260P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.04,100.0,0.14,10.0,0.00
03261P,20210129,279000.0,5.0,"144,680",0.47,0.53,0.47,0.52,-,0.07,0.59,25.0,0.6,10.0,0.00
03262P,20210129,20000.0,1.0,"8,000",0.4,0.4,0.4,0.4,X,0.0,0.43,25.0,0.53,10.0,0.00
03263P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.05,10.0,0.00
03264P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.41,25.0,0.42,10.0,0.00
03265P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.3,25.0,0.31,10.0,0.00
03266P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.19,25.0,0.2,10.0,0.00
03267P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,110.0,0.00
03268P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03269P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03270P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03271P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03272P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03273P,20210129,172000.0,8.0,"92,980",0.48,0.57,0.48,0.57,+,0.04,0.56,50.0,0.57,10.0,0.00
03274P,20210129,111000.0,5.0,"29,500",0.25,0.3,0.25,0.3,+,0.02,0.29,50.0,0.3,50.0,0.00
03275P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,--,0.0,0.00
03276P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.05,1.0,0.00
03277P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,399.0,0.05,50.0,0.00
03278P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,10.0,0.00
03279P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.05,10.0,0.00
03280P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03281P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03282P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03283P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03284P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03285P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03286P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.03,10.0,0.00
03287P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.06,10.0,0.00
03288P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.06,10.0,0.00
03289P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.04,100.0,2.13,10.0,0.00
03290P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03291P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03292P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.05,130.0,0.00
03293P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,5.0,0.00
03294P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,3.0,0.00
03295P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03296P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03297P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03298P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03299P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,25.0,0.41,25.0,0.00
03300P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,50.0,0.41,50.0,0.00
03301P,20210129,90000.0,2.0,"15,200",0.16,0.18,0.16,0.18,+,0.01,0.18,50.0,0.19,50.0,0.00
03302P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03303P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.04,10.0,0.00
03304P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,679.0,0.00
03305P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03306P,20210129,1088000.0,8.0,"126,610",0.08,0.12,0.08,0.11,+,0.02,0.1,499.0,0.11,300.0,0.00
03307P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.05,499.0,0.06,499.0,0.00
03308P,20210129,270000.0,4.0,"13,500",0.05,0.05,0.05,0.05,+,0.01,0.04,20.0,0.08,390.0,0.00
03309P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.1,100.0,0.11,30.0,0.00
03310P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03311P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,50.0,0.00
03312P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,30.0,0.00
03313P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03314P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03315P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.05,116.0,0.00
03316P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03317P,20210129,71000.0,3.0,"33,220",0.47,0.52,0.46,0.52,+,0.02,0.52,50.0,0.53,50.0,0.00
03318P,20210129,927000.0,8.0,"118,110",0.12,0.14,0.12,0.14, ,0.0,0.14,50.0,0.15,150.0,0.00
03319P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.28,25.0,0.29,25.0,0.00
03320P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03321P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,100.0,0.1,10.0,0.00
03322P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.05,100.0,0.15,10.0,0.00
03323P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.45,100.0,0.55,10.0,0.00
03324P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.51,100.0,1.61,10.0,0.00
03325P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.07,499.0,0.08,100.0,0.00
03326P,20210129,39000.0,4.0,"1,560",0.04,0.04,0.04,0.04,-,0.05,0.03,10.0,0.04,128.0,0.00
03327P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.14,499.0,0.15,499.0,0.00
03328P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03329P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.77,25.0,1.87,10.0,0.00
03330P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.12,25.0,0.22,10.0,0.00
03331P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03332P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03333P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03334P,20210129,20000.0,1.0,"1,400",0.07,0.07,0.07,0.07,-,0.06,0.06,100.0,0.07,50.0,0.00
03335P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,10.0,0.00
03336P,20210129,1000.0,1.0,140,0.14,0.14,0.14,0.14,X,0.0,0.14,25.0,0.15,10.0,0.00
03337P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,200.0,0.00
03338P,20210129,55000.0,5.0,"20,900",0.34,0.4,0.34,0.4,+,0.09,0.43,25.0,0.44,10.0,0.00
03339P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.97,25.0,0.99,10.0,0.00
03340P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.44,25.0,0.45,10.0,0.00
03341P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.14,25.0,0.15,10.0,0.00
03342P,20210129,15000.0,1.0,"11,550",0.77,0.77,0.77,0.77,+,0.03,0.82,25.0,0.83,10.0,0.00
03343P,20210129,20000.0,2.0,"3,100",0.14,0.17,0.14,0.17,+,0.04,0.19,50.0,0.2,20.0,0.00
03344P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.41,50.0,0.42,50.0,0.00
03345P,20210129,152000.0,4.0,"24,330",0.16,0.18,0.15,0.18,+,0.02,0.17,50.0,0.18,50.0,0.00
03346P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,25.0,0.04,25.0,0.00
03347P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,--,0.0,0.00
03348P,20210129,160000.0,1.0,"1,600",0.01,0.01,0.01,0.01,X,0.0,0.01,998.0,0.05,10.0,0.00
03349P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,0.09,10.0,0.00
03350P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,0.05,10.0,0.00
03351P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,0.05,10.0,0.00
03352P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,0.06,10.0,0.00
03353P,20210129,100000.0,1.0,"1,000",0.01,0.01,0.01,0.01,X,0.0,0.01,998.0,0.05,10.0,0.00
03354P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03355P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.1,10.0,0.00
03356P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03357P,20210129,6000.0,2.0,"6,540",1.09,1.09,1.09,1.09,X,0.0,1.11,10.0,1.12,10.0,0.00
03358P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.05,200.0,0.00
03359P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03360P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03361P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03362P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03363P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.08,5.0,0.00
03364P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.04,10.0,0.00
03366P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.1,100.0,1.15,10.0,0.00
03367P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.11,10.0,0.00
03368P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,10.0,0.11,10.0,0.00
03369P,20210129,1000.0,1.0,110,0.11,0.11,0.11,0.11,X,0.0,0.14,499.0,0.15,100.0,0.00
03370P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.85,100.0,1.94,10.0,0.00
03371P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03372P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03373P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.12,10.0,0.00
03374P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.33,100.0,1.38,10.0,0.00
03375P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.21,100.0,1.31,10.0,0.00
03376P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03377P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,300.0,0.00
03378P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03379P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03380P,20210129,120000.0,1.0,"1,200",0.01,0.01,0.01,0.01,X,0.0,0.01,25.0,0.11,10.0,0.00
03381P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.03,200.0,0.00
03382P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03383P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03384P,20210129,1000.0,1.0,80,0.08,0.08,0.08,0.08,X,0.0,--,0.0,0.08,48.0,0.00
03385P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03386P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03387P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03389P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03390P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.11,10.0,0.00
03391P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,10.0,0.00
03392P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,100.0,0.00
03393P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,261.0,0.00
03394P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03395P,20210129,55000.0,6.0,"57,940",1.01,1.11,1.01,1.11,+,0.1,1.12,499.0,1.13,31.0,0.00
03396P,20210129,233000.0,4.0,"14,310",0.06,0.07,0.06,0.07,+,0.01,0.07,100.0,0.08,30.0,0.00
03397P,20210129,2120000.0,13.0,"45,200",0.02,0.03,0.02,0.02,-,0.01,0.02,318.0,0.04,10.0,0.00
03398P,20210129,47000.0,6.0,"12,550",0.25,0.28,0.25,0.28,X,0.0,0.28,100.0,0.29,30.0,0.00
03399P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,499.0,0.03,10.0,0.00
03400P,20210129,8000.0,1.0,800,0.1,0.1,0.1,0.1,X,0.0,0.1,100.0,0.11,40.0,0.00
03401P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.1,10.0,0.00
03402P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.96,100.0,--,0.0,0.00
03403P,20210129,30000.0,1.0,"40,500",1.35,1.35,1.35,1.35,-,0.05,1.34,100.0,1.35,50.0,0.00
03404P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.05,10.0,0.00
03405P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.04,30.0,0.00
03406P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.68,25.0,4.78,10.0,0.00
03407P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,499.0,0.04,10.0,0.00
03408P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,94.0,0.00
03409P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.04,30.0,0.00
03410P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.02,100.0,0.03,50.0,0.00
03411P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.11,10.0,0.00
03413P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.93,100.0,1.03,10.0,0.00
03414P,20210129,90000.0,2.0,"1,200",0.02,0.02,0.01,0.01,-,0.02,0.01,40.0,0.04,374.0,0.00
03415P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,400.0,0.05,20.0,0.00
03416P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,1587.0,0.00
03417P,20210129,1000.0,1.0,150,0.15,0.15,0.15,0.15,X,0.0,0.03,25.0,0.15,1.0,0.00
03418P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.11,10.0,0.00
03419P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.28,25.0,1.31,10.0,0.00
03420P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.65,25.0,0.75,10.0,0.00
03421P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.36,25.0,0.46,10.0,0.00
03422P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.81,25.0,0.91,10.0,0.00
03423P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03424P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,--,0.0,0.00
03425P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.09,105.0,0.00
03426P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.56,50.0,0.66,10.0,0.00
03427P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,360.0,0.00
03428P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03429P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03430P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03431P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03432P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03433P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,100.0,0.00
03434P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.02,100.0,0.00
03435P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,200.0,0.00
03436P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,100.0,0.00
03437P,20210129,35000.0,2.0,"30,400",0.86,0.87,0.86,0.87,-,0.11,0.85,100.0,0.86,10.0,0.00
03439P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,38.0,0.00
03440P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.16,100.0,0.26,10.0,0.00
03441P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.11,10.0,0.00
03442P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.16,100.0,0.26,10.0,0.00
03443P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,20.0,0.00
03444P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.18,25.0,0.28,10.0,0.00
03445P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03446P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03447P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03448P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
03449P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.66,100.0,0.67,50.0,0.00
03451P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,0.00
03452P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,100.0,0.11,10.0,0.00
03453P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.1,10.0,0.00
